,name,rating,genre,year,released,score,votes,director,writer,star,budget,gross,company,runtime,released_month,adjusted_budget,adjusted_gross,weekday,actor,bday,nominations,awards_won,star_age
4762,Trumbo,R,Biography,2015,2015-11-27,7.5,78000.0,Other,Other,Other,15000000.0,11430025.0,Other,124.0,11,17148769.9194573,13067391.2599096,Friday,Bryan Cranston,1956-03-07,1.0,0.0,21814
4763,Hotel Transylvania 2,PG,Animation,2015,2015-09-25,6.7,113000.0,Other,Other,Adam Sandler,80000000.0,474800000.0,Columbia Pictures,89.0,9,91460106.2371054,542815730.51722,Friday,Adam Sandler,1966-09-09,0.0,0.0,17913
4764,The Longest Ride,PG-13,Drama,2015,2015-04-10,7.1,79000.0,Other,Other,Other,34000000.0,62944815.0,Other,123.0,4,38870545.1507698,71961743.3371868,Friday,Scott Eastwood,1986-03-21,0.0,0.0,10612
4765,Victor Frankenstein,PG-13,Drama,2015,2015-11-25,6.0,54000.0,Other,Other,Other,65000000.0,34227298.0,Other,110.0,11,74311336.3176481,39130403.8911133,Wednesday,Daniel Radcliffe,1989-07-23,0.0,0.0,9621
4766,Insidious: Chapter 3,PG-13,Horror,2015,2015-06-05,6.1,97000.0,Other,Leigh Whannell,Other,10000000.0,112983889.0,Other,97.0,6,11432513.2796382,129168981.137766,Friday,Dermot Mulroney,1963-10-31,0.0,0.0,18845
4767,Goosebumps,PG,Adventure,2015,2015-10-16,6.3,83000.0,Other,Other,Other,58000000.0,158261424.0,Other,103.0,10,66308577.0219014,180932583.153445,Friday,Jack Black,1969-08-28,0.0,0.0,16850
4768,Aloha,PG-13,Comedy,2015,2015-05-29,5.4,64000.0,Other,Other,Other,37000000.0,26250020.0,Columbia Pictures,105.0,5,42300299.1346612,30010370.2240768,Friday,Bradley Cooper,1975-01-05,4.0,0.0,14754
4769,The Wedding Ringer,R,Comedy,2015,2015-01-16,6.6,72000.0,Other,Other,Other,23000000.0,79799880.0,Other,101.0,1,26294780.5431678,91231318.7813533,Friday,Kevin Hart,1979-07-06,0.0,0.0,12978
4770,Sisters,R,Comedy,2015,2015-12-18,6.0,64000.0,Other,Other,Other,30000000.0,105011053.0,Other,118.0,12,34297539.8389145,120054025.793129,Friday,Amy Poehler,1971-09-16,0.0,0.0,16164
4771,Secret in Their Eyes,PG-13,Crime,2015,2015-11-20,6.3,46000.0,Other,Other,Other,19500000.0,34854990.0,Other,111.0,11,22293400.8952944,39848013.6036656,Friday,Chiwetel Ejiofor,1977-07-10,1.0,0.0,14012
4772,Irrational Man,R,Comedy,2015,2015-08-07,6.6,60000.0,Woody Allen,Woody Allen,Other,11000000.0,27391084.0,Other,95.0,8,12575764.607602,31314893.1573685,Friday,Joaquin Phoenix,1974-10-28,4.0,1.0,14893
4773,Wild Card,R,Action,2015,2015-01-14,5.6,53000.0,Other,Other,Other,30000000.0,6738764.0,Other,92.0,1,34297539.8389145,7704100.89183476,Wednesday,Jason Statham,1967-07-26,0.0,0.0,17339
4774,Paper Towns,PG-13,Adventure,2015,2015-07-24,6.2,98000.0,Other,Other,Other,12000000.0,85512300.0,Other,109.0,7,13719015.9355658,97762050.5322403,Friday,Nat Wolff,1994-12-17,0.0,0.0,7524
4775,The Lady in the Van,PG-13,Biography,2015,2016-02-26,6.7,27000.0,Other,Other,Other,6000000.0,41387687.0,Other,104.0,2,6859507.9677829,47316528.1241008,Friday,Maggie Smith,1934-12-28,6.0,2.0,29645
4776,The SpongeBob Movie: Sponge Out of Water,PG,Animation,2015,2015-02-06,6.0,51000.0,Other,Other,Other,74000000.0,325186032.0,Other,92.0,2,84600598.2693225,371769362.919284,Friday,Tom Kenny,1962-07-13,0.0,0.0,19201
4777,Child 44,R,Crime,2015,2015-04-17,6.5,68000.0,Other,Other,Other,50000000.0,12951093.0,Other,137.0,4,57162566.3981909,14806354.2708329,Friday,Tom Hardy,1977-09-15,1.0,0.0,13728
4778,Concussion,PG-13,Biography,2015,2015-12-25,7.1,89000.0,Other,Other,Will Smith,35000000.0,48623572.0,Other,123.0,12,40013796.4787336,55588963.2593443,Friday,Will Smith,1968-09-25,3.0,1.0,17257
4779,The Diary of a Teenage Girl,R,Comedy,2015,2015-08-28,6.9,30000.0,Other,Other,Other,2000000.0,1775133.0,Other,102.0,8,2286502.65592763,2029423.15956239,Friday,Bel Powley,1992-03-07,0.0,0.0,8574
4780,The Walk,PG,Action,2015,2015-10-09,7.3,123000.0,Robert Zemeckis,Other,Other,35000000.0,61181942.0,Other,123.0,10,40013796.4787336,69946336.4389052,Friday,Joseph Gordon-Levitt,1981-02-17,0.0,0.0,12652
4781,A Walk in the Woods,R,Adventure,2015,2015-09-02,6.4,26000.0,Other,Other,Other,8000000.0,37461274.0,Other,104.0,9,9146010.62371054,42827651.2477164,Wednesday,Robert Redford,1936-08-18,1.0,0.0,28869
4782,Sinister 2,R,Horror,2015,2015-08-21,5.3,50000.0,Other,Other,Other,10000000.0,53329150.0,Other,97.0,8,11432513.2796382,60968621.5566816,Friday,James Ransone,1979-06-02,0.0,0.0,13229
4783,Anomalisa,R,Animation,2015,2016-03-11,7.3,68000.0,Other,Other,Other,8000000.0,5659286.0,Other,90.0,3,9146010.62371054,6469986.23482704,Friday,David Thewlis,1963-03-20,0.0,0.0,19350
4784,Mississippi Grind,R,Comedy,2015,2015-08-13,6.4,22000.0,Other,Other,Other,6000000.0,422746.0,Other,108.0,8,6859507.9677829,483304.925891392,Thursday,Ben Mendelsohn,1969-04-03,0.0,0.0,16933
4785,Woman in Gold,PG-13,Biography,2015,2015-04-10,7.3,56000.0,Other,Other,Other,11000000.0,61619773.0,Other,109.0,4,12575764.607602,70446887.311079,Friday,Helen Mirren,1945-07-26,4.0,1.0,25460
4786,Eddie the Eagle,PG-13,Biography,2015,2016-02-26,7.4,88000.0,Other,Other,Other,23000000.0,46152800.0,Other,106.0,2,26294780.5431678,52764249.8892485,Friday,Taron Egerton,1989-11-10,0.0,0.0,9604
4787,Eye in the Sky,R,Action,2015,2016-04-01,7.3,81000.0,Other,Other,Other,13000000.0,35259653.0,Other,102.0,4,14862267.2635296,40310645.1157934,Friday,Helen Mirren,1945-07-26,4.0,1.0,25817
4788,The Second Best Exotic Marigold Hotel,PG,Comedy,2015,2015-03-06,6.6,32000.0,Other,Other,Other,10000000.0,85978292.0,Other,122.0,3,11432513.2796382,98294796.5050608,Friday,Judi Dench,1934-12-09,8.0,1.0,29307
4789,Poltergeist,PG-13,Horror,2015,2015-05-22,4.9,56000.0,Other,Other,Other,35000000.0,95437994.0,Other,93.0,5,40013796.4787336,109109613.378703,Friday,Sam Rockwell,1968-11-05,2.0,1.0,16999
4790,Poltergeist,PG-13,Horror,2015,2015-05-22,4.9,56000.0,Other,Other,Other,35000000.0,95437994.0,Other,93.0,5,40013796.4787336,109109613.378703,Friday,Sam Rockwell,1968-11-05,2.0,1.0,16999
4791,The Meddler,PG-13,Comedy,2015,2016-06-03,6.3,12000.0,Other,Other,Other,3200000.0,5425148.0,Other,103.0,6,3658404.24948421,6202307.65540025,Friday,Susan Sarandon,1946-10-04,5.0,1.0,25445
4792,We Are Your Friends,R,Drama,2015,2015-08-28,6.2,37000.0,Other,Other,Other,2000000.0,11122090.0,Other,96.0,8,2286502.65592763,12715344.1622331,Friday,Zac Efron,1987-10-18,0.0,0.0,10176
4793,Grandma,R,Comedy,2015,2015-09-18,6.7,15000.0,Other,Other,Other,600000.0,7205073.0,Other,79.0,9,685950.79677829,8237209.27532624,Friday,Lily Tomlin,1939-09-01,1.0,0.0,27776
4794,By the Sea,R,Drama,2015,2015-12-09,5.3,19000.0,Other,Other,Brad Pitt,10000000.0,3334927.0,Universal Pictures,122.0,12,11432513.2796382,3812659.72141239,Wednesday,Brad Pitt,1963-12-18,4.0,1.0,18984
4795,Mortdecai,R,Action,2015,2015-01-23,5.5,69000.0,Other,Other,Johnny Depp,60000000.0,47275717.0,Other,107.0,1,68595079.677829,54048026.2406916,Friday,Johnny Depp,1963-06-09,3.0,0.0,18856
4796,Project Almanac,PG-13,Drama,2015,2015-01-30,6.4,77000.0,Other,Other,Other,12000000.0,33213241.0,Other,106.0,1,13719015.9355658,37971081.8792323,Friday,Amy Landecker,1969-09-30,0.0,0.0,16558
4797,The Man Who Knew Infinity,PG-13,Biography,2015,2016-04-29,7.2,53000.0,Other,Other,Other,10000000.0,12252684.0,Other,108.0,4,11432513.2796382,14007897.254121,Friday,Dev Patel,1990-04-23,1.0,0.0,9503
4798,Z for Zachariah,PG-13,Drama,2015,2015-08-13,6.0,29000.0,Other,Other,Other,7500000.0,381839.0,Other,98.0,8,8574384.95972863,436537.943818376,Thursday,Chiwetel Ejiofor,1977-07-10,1.0,0.0,13913
4799,Equals,PG-13,Drama,2015,2016-05-26,6.1,29000.0,Other,Other,Other,16000000.0,2084628.0,Other,101.0,5,18292021.2474211,2383253.72931056,Thursday,Nicholas Hoult,1989-12-07,0.0,0.0,9667
4800,Dope,R,Adventure,2015,2015-06-19,7.2,82000.0,Other,Other,Other,7000000.0,17986781.0,Other,103.0,6,8002759.29574672,20563411.2640444,Friday,Shameik Moore,1995-05-04,0.0,0.0,7351
4801,Hot Pursuit,PG-13,Action,2015,2015-05-08,5.2,49000.0,Other,Other,Other,35000000.0,51380201.0,Metro-Goldwyn-Mayer (MGM),87.0,5,40013796.4787336,58740483.0242978,Friday,Reese Witherspoon,1976-03-22,2.0,1.0,14291
4802,Krampus,PG-13,Comedy,2015,2015-12-04,6.2,66000.0,Other,Other,Other,15000000.0,61548707.0,Other,98.0,12,17148769.9194573,70365641.0122059,Friday,Adam Scott,1973-04-03,0.0,0.0,15585
4803,The Gunman,R,Action,2015,2015-03-20,5.8,40000.0,Other,Other,Other,40000000.0,24177137.0,Other,115.0,3,45730053.1185527,27640543.9816131,Friday,Sean Penn,1960-08-17,5.0,2.0,19938
4804,The Night Before,R,Comedy,2015,2015-11-20,6.4,68000.0,Other,Other,Other,25000000.0,52395996.0,Columbia Pictures,101.0,11,28581283.1990954,59901792.0069868,Friday,Joseph Gordon-Levitt,1981-02-17,0.0,0.0,12694
4805,90 Minutes in Heaven,PG-13,Drama,2015,2015-09-11,4.8,3500.0,Other,Other,Other,5000000.0,4842699.0,Other,121.0,9,5716256.63981909,5536422.06267905,Friday,Kate Bosworth,1983-01-02,0.0,0.0,11940
4806,Ip Man 3,PG-13,Action,2015,2015-12-24,7.1,51000.0,Other,Other,Other,36000000.0,157029618.0,Other,105.0,12,41157047.8066974,179524319.308151,Thursday,Donnie Yen,1963-07-27,0.0,0.0,19143
4807,"McFarland, USA",PG,Biography,2015,2015-02-20,7.4,36000.0,Other,Other,Kevin Costner,17000000.0,45710059.0,Other,129.0,2,19435272.5753849,52258085.6530544,Friday,Kevin Costner,1955-01-18,1.0,0.0,21948
4808,The Peanuts Movie,G,Animation,2015,2015-11-06,7.1,43000.0,Other,Other,Other,99000000.0,246233113.0,Other,88.0,11,113181881.468418,281506333.425915,Friday,Noah Schnapp,2004-10-03,0.0,0.0,4051
4809,Rock the Kasbah,R,Comedy,2015,2015-10-23,5.5,11000.0,Barry Levinson,Other,Other,15000000.0,3394174.0,Other,106.0,10,17148769.9194573,3880393.93284026,Friday,Bill Murray,1950-09-21,1.0,0.0,23773
4810,The Sea of Trees,PG-13,Drama,2015,2016-08-26,6.1,15000.0,Other,Other,Matthew McConaughey,25000000.0,906995.0,Other,110.0,8,28581283.1990954,1036923.23820654,Friday,Matthew McConaughey,1969-11-04,1.0,1.0,17097
4811,Alvin and the Chipmunks: The Road Chip,PG,Animation,2015,2015-12-18,5.0,18000.0,Other,Other,Other,90000000.0,234798636.0,Other,92.0,12,102892619.516744,268433852.411093,Friday,Jason Lee,1970-04-25,0.0,0.0,16673
4812,The Lazarus Effect,PG-13,Horror,2015,2015-02-27,5.2,42000.0,Other,Other,Other,3300000.0,38356892.0,Other,83.0,2,3772729.3822806,43851567.7155647,Friday,Olivia Wilde,1984-03-10,0.0,0.0,11311
4813,Love the Coopers,PG-13,Comedy,2015,2015-11-13,5.8,22000.0,Other,Other,Steve Martin,17000000.0,42426912.0,Other,107.0,11,19435272.5753849,48504623.485404,Friday,Steve Martin,1945-08-14,0.0,0.0,25658
4814,The 33,PG-13,Biography,2015,2015-11-13,6.9,37000.0,Other,Other,Other,26000000.0,27972023.0,Other,127.0,11,29724534.5270592,31979052.4405844,Friday,Antonio Banderas,1960-08-10,1.0,0.0,20183
4815,The Little Prince,PG,Animation,2015,2016-08-05,7.7,58000.0,Other,Other,Jeff Bridges,81200000.0,97571250.0,Other,108.0,8,92832007.830662,111548461.13359,Friday,Jeff Bridges,1949-12-04,7.0,1.0,24351
4816,Louder Than Bombs,R,Drama,2015,2015-10-02,6.6,12000.0,Other,Other,Other,11000000.0,1160724.0,Other,109.0,10,12575764.607602,1326999.25439947,Friday,Jesse Eisenberg,1983-10-05,1.0,0.0,11685
4817,The Gallows,R,Horror,2015,2015-07-10,4.3,20000.0,Other,Other,Other,100000.0,42964410.0,New Line Cinema,81.0,7,114325.132796382,49119118.7876819,Friday,Reese Mishler,1991-04-20,0.0,0.0,8847
4818,Slow West,R,Action,2015,2015-04-16,6.9,44000.0,Other,Other,Other,2000000.0,1295574.0,Other,84.0,4,2286502.65592763,1481166.69597539,Thursday,Kodi Smit-McPhee,1996-06-13,1.0,0.0,6881
4819,Cop Car,R,Crime,2015,2015-08-07,6.3,31000.0,Other,Other,Other,800000.0,143658.0,Other,88.0,8,914601.062371054,164237.199272626,Friday,Kevin Bacon,1958-07-08,0.0,0.0,20849
4820,Captive,PG-13,Action,2015,2015-09-18,5.4,6500.0,Other,Other,Other,2000000.0,2801508.0,Other,97.0,9,2286502.65592763,3202827.74130126,Friday,Kate Mara,1983-02-27,0.0,0.0,11891
4821,Our Brand Is Crisis,R,Comedy,2015,2015-10-30,6.1,21000.0,Other,Other,Sandra Bullock,28000000.0,8527658.0,Other,107.0,10,32011037.1829869,9749256.33292127,Friday,Sandra Bullock,1964-07-26,2.0,1.0,18723
4822,Unfinished Business,R,Comedy,2015,2015-03-06,5.4,33000.0,Other,Other,Other,35000000.0,14431253.0,Other,91.0,3,40013796.4787336,16498549.1564318,Friday,Vince Vaughn,1970-03-28,0.0,0.0,16414
4823,Hot Tub Time Machine 2,R,Comedy,2015,2015-02-20,5.1,38000.0,Other,Other,Other,14000000.0,13081651.0,Paramount Pictures,93.0,2,16005518.5914934,14955614.8777092,Friday,Rob Corddry,1971-02-04,0.0,0.0,16087
4824,"Hello, My Name Is Doris",R,Comedy,2015,2016-04-01,6.6,19000.0,Other,Other,Other,1000000.0,14659448.0,Other,90.0,4,1143251.32796382,16759433.3932165,Friday,Sally Field,1946-11-06,3.0,2.0,25349
4825,Ricki and the Flash,PG-13,Comedy,2015,2015-08-07,5.9,23000.0,Other,Other,Meryl Streep,18000000.0,41325328.0,Other,101.0,8,20578523.9033487,47245236.1145403,Friday,Meryl Streep,1949-06-22,21.0,3.0,24152
4826,Danny Collins,R,Biography,2015,2015-04-10,7.0,30000.0,Other,Other,Al Pacino,10000000.0,10835752.0,Other,106.0,4,11432513.2796382,12387987.8634866,Friday,Al Pacino,1940-04-25,9.0,1.0,27378
4827,Mr. Holmes,PG,Drama,2015,2015-07-24,6.9,62000.0,Other,Other,Other,11000000.0,29355203.0,Other,104.0,7,12575764.607602,33560374.8123974,Friday,Ian McKellen,1939-05-25,2.0,0.0,27819
4828,Paul Blart: Mall Cop 2,PG,Action,2015,2015-04-17,4.4,35000.0,Other,Other,Other,30000000.0,107588225.0,Columbia Pictures,94.0,4,34297539.8389145,123000381.10452,Friday,Kevin James,1965-04-26,0.0,0.0,18253
4829,Dragon Blade,R,Action,2015,2015-09-04,6.0,19000.0,Other,Other,Other,65000000.0,122606884.0,Other,127.0,9,74311336.3176481,140170482.950506,Friday,Jackie Chan,1954-04-07,0.0,0.0,22430
4830,Mother's Day,PG-13,Comedy,2016,2016-04-29,5.7,35000.0,Garry Marshall,Other,Other,25000000.0,48782670.0,Other,118.0,4,28225218.4311291,55076060.6561475,Friday,Jennifer Aniston,1969-02-11,0.0,0.0,17244
4831,Suicide Squad,PG-13,Action,2016,2016-08-05,5.9,625000.0,Other,Other,Will Smith,175000000.0,746846894.0,Other,123.0,8,197576529.017904,843196668.710413,Friday,Will Smith,1968-09-25,3.0,1.0,17481
4832,The Magnificent Seven,PG-13,Action,2016,2016-09-23,6.9,191000.0,Other,Other,Denzel Washington,90000000.0,162360636.0,Metro-Goldwyn-Mayer (MGM),132.0,9,101610786.352065,183306576.628682,Friday,Denzel Washington,1954-12-28,9.0,2.0,22550
4833,Captain America: Civil War,PG-13,Action,2016,2016-05-06,7.8,694000.0,Other,Other,Other,250000000.0,1153337496.0,Other,147.0,5,282252184.311291,1302128109.97646,Friday,Chris Evans,1981-06-13,0.0,0.0,12746
4834,Warcraft,PG-13,Action,2016,2016-06-10,6.8,249000.0,Other,Other,Other,160000000.0,439048914.0,Other,123.0,6,180641397.959226,495690059.984001,Friday,Travis Fimmel,1979-07-15,0.0,0.0,13480
4835,Deadpool,R,Action,2016,2016-02-12,8.0,932000.0,Other,Other,Other,58000000.0,782836791.0,Twentieth Century Fox,108.0,2,65482506.7602195,883829576.875966,Friday,Ryan Reynolds,1976-10-23,0.0,0.0,14356
4836,Doctor Strange,PG-13,Action,2016,2016-11-04,7.5,628000.0,Other,Other,Other,165000000.0,677796076.0,Other,115.0,11,186286441.645452,765237691.874487,Friday,Benedict Cumberbatch,1976-07-19,2.0,0.0,14718
4837,Split,PG-13,Horror,2016,2017-01-20,7.3,446000.0,Other,M. Night Shyamalan,Other,9000000.0,278454417.0,Universal Pictures,117.0,1,10161078.6352065,314377469.717508,Friday,James McAvoy,1979-04-21,0.0,0.0,13789
4838,Me Before You,PG-13,Drama,2016,2016-06-03,7.4,220000.0,Other,Other,Other,20000000.0,208314186.0,Metro-Goldwyn-Mayer (MGM),106.0,6,22580174.7449033,235188536.086114,Friday,Emilia Clarke,1986-10-23,0.0,0.0,10816
4839,Don't Breathe,R,Crime,2016,2016-08-26,7.1,235000.0,Other,Other,Other,9900000.0,157830487.0,Other,88.0,8,11177186.4987271,178191998.826659,Friday,Stephen Lang,1952-07-11,0.0,0.0,23422
4840,Moana,PG,Animation,2016,2016-11-23,7.6,289000.0,Directors,Other,Other,150000000.0,644411850.0,Other,107.0,11,169351310.586775,727546609.03432,Wednesday,Auli'i Cravalho,2000-11-22,0.0,0.0,5845
4841,Arrival,PG-13,Drama,2016,2016-11-11,7.9,621000.0,Other,Other,Other,47000000.0,203388186.0,Other,116.0,11,53063410.6505227,229627039.046445,Friday,Amy Adams,1974-08-20,6.0,0.0,15424
4842,X-Men: Apocalypse,PG-13,Action,2016,2016-05-27,6.9,404000.0,Other,Other,Other,178000000.0,543934105.0,Twentieth Century Fox,144.0,5,200963555.229639,614106357.030628,Friday,James McAvoy,1979-04-21,0.0,0.0,13551
4843,Captain Fantastic,R,Comedy,2016,2016-07-29,7.9,201000.0,Other,Other,Other,5000000.0,23123592.0,Other,118.0,7,5645043.68622582,26106737.4044924,Friday,Viggo Mortensen,1958-10-20,3.0,0.0,21102
4844,Star Trek Beyond,PG-13,Action,2016,2016-07-22,7.0,234000.0,Other,Other,Other,185000000.0,343471816.0,Paramount Pictures,122.0,7,208866616.390355,387782681.261463,Friday,Chris Pine,1980-08-26,0.0,0.0,13114
4845,Sing,PG,Animation,2016,2016-12-21,7.1,140000.0,Other,Other,Matthew McConaughey,75000000.0,634208384.0,Other,108.0,12,84675655.2933873,716026806.770136,Wednesday,Matthew McConaughey,1969-11-04,1.0,1.0,17214
4846,Sing,PG,Animation,2016,2016-12-21,7.1,140000.0,Other,Other,Matthew McConaughey,75000000.0,634208384.0,Other,108.0,12,84675655.2933873,716026806.770136,Friday,Matthew McConaughey,1969-11-04,1.0,1.0,17214
4847,La La Land,PG-13,Comedy,2016,2016-12-25,8.0,527000.0,Other,Other,Other,30000000.0,448906865.0,Other,128.0,12,33870262.1173549,506819772.794335,Sunday,Ryan Gosling,1980-11-12,2.0,0.0,13192
4848,The Conjuring 2,R,Horror,2016,2016-06-10,7.3,242000.0,Other,Other,Other,40000000.0,321788219.0,New Line Cinema,134.0,6,45160349.4898066,363301710.79356,Friday,Vera Farmiga,1973-08-06,1.0,0.0,15649
4849,Passengers,PG-13,Drama,2016,2016-12-21,7.0,364000.0,Other,Other,Other,110000000.0,303144152.0,Columbia Pictures,116.0,12,124190961.096968,342252396.252776,Wednesday,Jennifer Lawrence,1990-08-15,4.0,1.0,9625
4850,Passengers,PG-13,Drama,2016,2016-12-21,7.0,364000.0,Other,Other,Other,110000000.0,303144152.0,Columbia Pictures,116.0,12,124190961.096968,342252396.252776,Friday,Jennifer Lawrence,1990-08-15,4.0,1.0,9625
4851,Zootopia,PG,Animation,2016,2016-03-04,8.0,450000.0,Other,Other,Other,150000000.0,1024121104.0,Walt Disney Pictures,108.0,3,169351310.586775,1156241674.41316,Friday,Ginnifer Goodwin,1978-05-22,0.0,0.0,13801
4852,The Huntsman: Winter's War,PG-13,Action,2016,2016-04-22,6.1,101000.0,Other,Other,Other,115000000.0,164989338.0,Universal Pictures,114.0,4,129836004.783194,186274404.154296,Friday,Chris Hemsworth,1983-08-11,0.0,0.0,11943
4853,Hacksaw Ridge,R,Biography,2016,2016-11-04,8.1,457000.0,Other,Other,Other,40000000.0,180563636.0,Other,139.0,11,45160349.4898066,203857922.672755,Friday,Andrew Garfield,1983-08-20,2.0,0.0,12130
4854,13 Hours,R,Action,2016,2016-01-15,7.3,126000.0,Other,Other,Other,50000000.0,69411370.0,Paramount Pictures,144.0,1,56450436.8622582,78366043.1941568,Friday,John Krasinski,1979-10-20,0.0,0.0,13236
4855,Nocturnal Animals,R,Drama,2016,2016-12-09,7.5,248000.0,Other,Other,Other,22500000.0,30311857.0,Other,116.0,12,25402696.5880162,34222351.395126,Friday,Amy Adams,1974-08-20,6.0,0.0,15452
4856,Rogue One: A Star Wars Story,PG-13,Action,2016,2016-12-16,7.8,572000.0,Other,Other,Other,200000000.0,1056057720.0,Other,133.0,12,225801747.449033,1192298392.91521,Friday,Felicity Jones,1983-10-17,1.0,0.0,12114
4857,Batman v Superman: Dawn of Justice,PG-13,Action,2016,2016-03-25,6.4,655000.0,Other,Other,Ben Affleck,250000000.0,873637528.0,Warner Bros.,152.0,3,282252184.311291,986344402.297266,Friday,Ben Affleck,1972-08-15,0.0,0.0,15928
4858,Kung Fu Panda 3,PG,Animation,2016,2016-01-29,7.1,141000.0,Other,Other,Other,145000000.0,521170825.0,Other,95.0,1,163706266.900549,588406415.02227,Friday,Jack Black,1969-08-28,0.0,0.0,16955
4859,The Nice Guys,R,Action,2016,2016-05-20,7.4,294000.0,Other,Other,Other,50000000.0,62788218.0,Warner Bros.,116.0,5,56450436.8622582,70888446.7180541,Friday,Russell Crowe,1964-04-07,3.0,1.0,19036
4860,Independence Day: Resurgence,PG-13,Action,2016,2016-06-24,5.2,171000.0,Other,Other,Other,165000000.0,389681935.0,Twentieth Century Fox,120.0,6,186286441.645452,439954309.361602,Friday,Liam Hemsworth,1990-01-13,0.0,0.0,9659
4861,Miss Peregrine's Home for Peculiar Children,PG-13,Adventure,2016,2016-09-30,6.7,160000.0,Tim Burton,Other,Other,110000000.0,296482446.0,Twentieth Century Fox,127.0,9,124190961.096968,334731271.973817,Friday,Eva Green,1980-07-06,0.0,0.0,13235
4862,Fantastic Beasts and Where to Find Them,PG-13,Adventure,2016,2016-11-18,7.3,422000.0,Other,Other,Other,180000000.0,814044001.0,Other,132.0,11,203221572.704129,919062789.631011,Friday,Eddie Redmayne,1982-01-06,2.0,1.0,12735
4863,Resident Evil: The Final Chapter,R,Action,2016,2017-01-27,5.5,87000.0,Other,Other,Other,40000000.0,312242626.0,Other,107.0,1,45160349.4898066,352524652.894374,Friday,Milla Jovovich,1975-12-17,0.0,0.0,15017
4864,Criminal,R,Action,2016,2016-04-15,6.3,62000.0,Other,Other,Kevin Costner,31500000.0,38803993.0,Other,113.0,4,35563775.2232227,43810047.1370002,Friday,Kevin Costner,1955-01-18,1.0,0.0,22368
4865,Underworld: Blood Wars,R,Action,2016,2017-01-06,5.8,72000.0,Other,Other,Other,35000000.0,81093313.0,Other,91.0,1,39515305.8035807,91555058.9091568,Friday,Kate Beckinsale,1973-07-26,0.0,0.0,15870
4866,The Shallows,PG-13,Action,2016,2016-06-24,6.3,124000.0,Other,Other,Other,17000000.0,119100758.0,Columbia Pictures,86.0,6,19193148.5331678,134465796.394522,Friday,Blake Lively,1987-08-25,0.0,0.0,10531
4867,Hidden Figures,PG,Biography,2016,2017-01-06,7.8,209000.0,Other,Other,Other,25000000.0,236225193.0,Other,127.0,1,28225218.4311291,266700306.854425,Friday,Taraji P. Henson,1970-09-11,1.0,0.0,16919
4868,Sausage Party,R,Animation,2016,2016-08-12,6.1,181000.0,Other,Other,Other,19000000.0,140705322.0,Other,89.0,8,21451166.0076581,158857537.914894,Friday,Seth Rogen,1982-04-15,0.0,0.0,12538
4869,The Girl on the Train,R,Crime,2016,2016-10-07,6.5,176000.0,Other,Other,Other,45000000.0,173185859.0,Other,112.0,10,50805393.1760324,195528347.978309,Friday,Emily Blunt,1983-02-23,0.0,0.0,12280
4870,Hell or High Water,R,Action,2016,2016-08-26,7.6,211000.0,Other,Other,Other,12000000.0,37879877.0,Other,102.0,8,13548104.846942,42766712.0987721,Friday,Chris Pine,1980-08-26,0.0,0.0,13149
4871,The Purge: Election Year,R,Action,2016,2016-07-01,6.0,93000.0,Other,Other,Other,10000000.0,118587880.0,Universal Pictures,108.0,7,11290087.3724516,133886752.651381,Friday,Frank Grillo,1965-06-08,0.0,0.0,18651
4872,Ghostbusters,PG-13,Action,2016,2016-07-15,6.7,209000.0,Other,Other,Other,144000000.0,229147509.0,Columbia Pictures,117.0,7,162577258.163304,258709539.778965,Friday,Melissa McCarthy,1970-08-26,2.0,0.0,16760
4873,Ghostbusters,PG-13,Action,2016,2016-07-15,6.7,209000.0,Other,Other,Other,144000000.0,229147509.0,Columbia Pictures,117.0,7,162577258.163304,258709539.778965,Friday,Melissa McCarthy,1970-08-26,2.0,0.0,16760
4874,The Accountant,R,Action,2016,2016-10-14,7.3,271000.0,Other,Other,Ben Affleck,44000000.0,155160045.0,Warner Bros.,128.0,10,49676384.4387872,175177046.476353,Friday,Ben Affleck,1972-08-15,0.0,0.0,16131
4875,The Neon Demon,R,Horror,2016,2016-06-24,6.2,87000.0,Other,Other,Other,7000000.0,3377430.0,Other,117.0,6,7903061.16071615,3813147.97943393,Friday,Elle Fanning,1998-04-09,0.0,0.0,6651
4876,Moonlight,R,Drama,2016,2016-11-18,7.4,284000.0,Other,Other,Other,4000000.0,65336603.0,Other,111.0,11,4516034.94898065,73765595.6489186,Friday,Mahershala Ali,1974-02-16,2.0,2.0,15616
4877,Jason Bourne,PG-13,Action,2016,2016-07-29,6.6,213000.0,Other,Other,Matt Damon,120000000.0,415484914.0,Universal Pictures,123.0,7,135481048.46942,469086098.099555,Friday,Matt Damon,1970-10-08,3.0,0.0,16731
4878,Manchester by the Sea,R,Drama,2016,2016-12-16,7.8,257000.0,Other,Other,Other,9000000.0,78988148.0,Other,137.0,12,10161078.6352065,89178309.2308141,Friday,Casey Affleck,1975-08-12,2.0,1.0,15102
4879,Central Intelligence,PG-13,Action,2016,2016-06-17,6.3,166000.0,Other,Other,Dwayne Johnson,50000000.0,216972543.0,New Line Cinema,107.0,6,56450436.8622582,244963896.789302,Friday,Dwayne Johnson,1972-05-02,0.0,0.0,16117
